hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset retweets_hashtag_freqs.tsv
trudeauwasright	302984766	3.755555	.001859	.000495	6	3227	9	18162
trudeauworstpmever	86010091	2.412987	.000929	.000385	3	3227	7	18162
trudolf	86010091	5.618181	.000309	.000055	1	3227	1	18162
true	1387010761994682371	3.754545	.001239	.000330	4	3227	6	18162
truelove	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
truetoatlanta	614600545	1.404545	.000309	.000220	1	3227	4	18162
trufflebutter	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
truluv	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
trump	1921951394	1.072087	.003718	.003468	12	3227	63	18162
trumpcoupattempt	1921951394	.215932	.000309	.001431	1	3227	26	18162
trumpcrimefamily	1921951394	.907971	.001549	.001706	5	3227	31	18162
trumpcrimefamilyforprison	1921951394	2.813636	.000619	.000220	2	3227	4	18162
trumpet	45379403	5.618181	.000309	.000055	1	3227	1	18162
trumplosttwice	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
trumprally	940778288871542786	.204425	.000619	.003028	2	3227	55	18162
truss	45379403	1.872727	.000309	.000165	1	3227	3	18162
truth	1387010761994682371	1.760227	.001549	.000880	5	3227	16	18162
truthbetold	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
truthbillboards	1387010761994682371	3.680055	.010536	.002863	34	3227	52	18162
truthgate2022	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
truthispower	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
truthiswon	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
truthmatters	1387010761994682371	3.004848	.002479	.000825	8	3227	15	18162
truthsocial	1387010761994682371	.330128	.000309	.000936	1	3227	17	18162
tsa	86010091	2.809090	.000309	.000110	1	3227	2	18162
tsunami	45379403	.330128	.000309	.000936	1	3227	17	18162
tubeshvat	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
tubishvat	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
tuckercarlson	2886667320	.561818	.000309	.000550	1	3227	10	18162
tuckercarlsonrussianrrrrrret	940778288871542786	.936363	.000309	.000330	1	3227	6	18162
tuckyorose	940778288871542786	.703409	.000619	.000880	2	3227	16	18162
turkey	578601744	.449854	.000619	.001376	2	3227	25	18162
turpo	578601744	1.123636	.000309	.000275	1	3227	5	18162
tutu	45379403	5.618181	.000309	.000055	1	3227	1	18162
tvjobs	29447428	5.618181	.000309	.000055	1	3227	1	18162
twitter	29447428	.733807	.000929	.001266	3	3227	23	18162
twitterstorians	45379403	1.404545	.000309	.000220	1	3227	4	18162
twitter婚活	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
tylorstown	29447428	5.618181	.000309	.000055	1	3227	1	18162
type2diabetes	302984766	5.618181	.000309	.000055	1	3227	1	18162
typhoidmorrison	2886667320	5.618181	.000309	.000055	1	3227	1	18162
tyresampson	45379403	5.627272	.000619	.000110	2	3227	2	18162
uae	1308267623327518725	1.299300	.000929	.000715	3	3227	13	18162
uaparliamentspeaks	578601744	5.618181	.000309	.000055	1	3227	1	18162
ucp	118166719	1.125454	.000619	.000550	2	3227	10	18162
ucpfailedalberta	118166719	5.618181	.000309	.000055	1	3227	1	18162
ufc	1387010761994682371	4.222727	.000929	.000220	3	3227	4	18162
ufc272	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
ufc273	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
ufc275	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
ufcvegas49	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
ufcvegas51	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
uighurs	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
uk	45379403	.703456	.005577	.007928	18	3227	144	18162
ukrain	578601744	5.630303	.000929	.000165	3	3227	3	18162
ukraina	578601744	.625168	.000929	.001486	3	3227	27	18162
ukraine	45379403	.612569	.105670	.172503	341	3227	3133	18162
ukraine️	578601744	.170496	.001239	.007267	4	3227	132	18162
ukraine24	45379403	5.618181	.000309	.000055	1	3227	1	18162
ukraineconflict	45379403	1.125340	.001239	.001101	4	3227	20	18162
ukrainecrisis	45379403	.703451	.001549	.002202	5	3227	40	18162
ukraineinvasion	1229752606714728454	.721471	.003098	.004294	10	3227	78	18162
ukrainerussia	45379403	.312478	.000929	.002973	3	3227	54	18162
ukrainerussiaconflict	578601744	1.407575	.000929	.000660	3	3227	12	18162
ukrainerussiacrisis	1229752606714728454	1.194383	.002169	.001816	7	3227	33	18162
ukrainerussianwar	45379403	.333134	.002788	.008369	9	3227	152	18162
ukrainerussiawar	45379403	.399517	.007127	.017839	23	3227	324	18162
ukraineunderattack	1229752606714728454	.498678	.004338	.008699	14	3227	158	18162
ukraineunderattaсk	614600545	.229514	.000619	.002697	2	3227	49	18162
ukraineunderfire	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
ukrainewar	45379403	.314099	.003718	.011837	12	3227	215	18162
ukrainewarcrimes	45379403	5.618181	.000309	.000055	1	3227	1	18162
ukrainewillprevail	578601744	.702272	.000309	.000440	1	3227	8	18162
ukrainewillresist	940778288871542786	.193609	.000309	.001596	1	3227	29	18162
ukrainian	578601744	.750403	.009296	.012388	30	3227	225	18162
ukrainianarmy	45379403	.624242	.000309	.000495	1	3227	9	18162
ukrainianheroes	578601744	.702272	.000309	.000440	1	3227	8	18162
ukrainianjews	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
ukrainianrefugees	45379403	3.378181	.000929	.000275	3	3227	5	18162
ukrainians	578601744	.703451	.001549	.002202	5	3227	40	18162
ukrainianspaces	578601744	5.618181	.000309	.000055	1	3227	1	18162
ukrainianswillresist	1229752606714728454	1.404545	.000309	.000220	1	3227	4	18162
ukrainianvictory	578601744	.561818	.000309	.000550	1	3227	10	18162
ukrania	578601744	.432167	.000309	.000715	1	3227	13	18162
ukriane	1229752606714728454	.613936	.001859	.003028	6	3227	55	18162
ukrianerussia	45379403	5.618181	.000309	.000055	1	3227	1	18162
ukulele	302984766	5.618181	.000309	.000055	1	3227	1	18162
ulanbator	578601744	5.618181	.000309	.000055	1	3227	1	18162
umich	45379403	2.809090	.000309	.000110	1	3227	2	18162
un	45379403	1.407722	.002479	.001761	8	3227	32	18162
uncensored	29447428	2.809090	.000309	.000110	1	3227	2	18162
uncomfortabletruth	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
undefeated	29447428	5.618181	.000309	.000055	1	3227	1	18162
union	1387010761994682371	2.250909	.000619	.000275	2	3227	5	18162
unionsacree	29447428	5.618181	.000309	.000055	1	3227	1	18162
united	86010091	.561818	.000309	.000550	1	3227	10	18162
unitedkingdom	45379403	5.618181	.000309	.000055	1	3227	1	18162
unitedwithukraine	1308267623327518725	.374545	.000309	.000825	1	3227	15	18162
unitetheunion	45379403	5.618181	.000309	.000055	1	3227	1	18162
universalworks	45379403	2.809090	.000309	.000110	1	3227	2	18162
unlocked	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
unsafeschools	302984766	1.023140	.000619	.000605	2	3227	11	18162
unsubscribe	1921951394	6.572727	.002169	.000330	7	3227	6	18162
untruth	302984766	2.809090	.000309	.000110	1	3227	2	18162
upallnight	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
update	614600545	3.033566	.002169	.000715	7	3227	13	18162
upgrade2022	614600545	5.618181	.000309	.000055	1	3227	1	18162
upgradeyourmask	302984766	5.618181	.000309	.000055	1	3227	1	18162
urgencyagency	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
urgencyofnormal	118166719	.843778	.000929	.001101	3	3227	20	18162
urgencyofnornal	118166719	5.618181	.000309	.000055	1	3227	1	18162
urgent	45379403	.193609	.000309	.001596	1	3227	29	18162
us	45379403	1.655181	.006197	.003744	20	3227	68	18162
usa	578601744	.511560	.001239	.002422	4	3227	44	18162
usasaudiuk	45379403	5.618181	.000309	.000055	1	3227	1	18162
usforthemuk	45379403	5.618181	.000309	.000055	1	3227	1	18162
usher	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
ussr	45379403	1.872727	.000309	.000165	1	3227	3	18162
uyghurs	578601744	1.607792	.000619	.000385	2	3227	7	18162
vacateyourmasks	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
vaccinated	302984766	.374545	.000309	.000825	1	3227	15	18162
vaccination	302984766	.591778	.000619	.001046	2	3227	19	18162
vaccine	302984766	1.250756	.002479	.001982	8	3227	36	18162
vaccinemandates	1387010761994682371	1.123636	.000309	.000275	1	3227	5	18162
vaccineprrrrrrport	86010091	5.618181	.000309	.000055	1	3227	1	18162
vaccineprrrrrrports	1387010761994682371	1.872727	.000309	.000165	1	3227	3	18162
vaccines	29447428	1.042395	.001549	.001486	5	3227	27	18162
vaccinesideeffects	29447428	.733807	.000929	.001266	3	3227	23	18162
vaccinesplus	2886667320	.267301	.000309	.001156	1	3227	21	18162
vaccinessavelives	302984766	.865734	.000619	.000715	2	3227	13	18162
vaccineswork	45379403	.488941	.000619	.001266	2	3227	23	18162
vaids	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
valentinesday	940778288871542786	1.125454	.000619	.000550	2	3227	10	18162
valentinesday2022	302984766	1.404545	.000309	.000220	1	3227	4	18162
valerygergiev	45379403	5.627272	.000619	.000110	2	3227	2	18162
vancouver	118166719	.224563	.000309	.001376	1	3227	25	18162
variant	45379403	1.404545	.000309	.000220	1	3227	4	18162
varroamite	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
vatican	1387010761994682371	2.815151	.000929	.000330	3	3227	6	18162
vatieeeeee	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
vaughan	302984766	5.618181	.000309	.000055	1	3227	1	18162
vdv	578601744	5.618181	.000309	.000055	1	3227	1	18162
veebeethedoggo	302984766	5.618181	.000309	.000055	1	3227	1	18162
vegan	1387010761994682371	.183415	.000929	.005065	3	3227	92	18162
vegans	1387010761994682371	1.404545	.000309	.000220	1	3227	4	18162
ventilation	118166719	.865734	.000619	.000715	2	3227	13	18162
verzuz	614600545	5.634090	.002479	.000440	8	3227	8	18162
vflex	118166719	5.627272	.000619	.000110	2	3227	2	18162
vh1playlist	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
victim	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
victoriawood	29447428	5.618181	.000309	.000055	1	3227	1	18162
virginia	1308267623327518725	.802597	.000309	.000385	1	3227	7	18162
virtualtour	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
virus	118166719	1.404545	.000309	.000220	1	3227	4	18162
visa	1308267623327518725	1.404545	.000309	.000220	1	3227	4	18162
visitfaroe	29447428	5.618181	.000309	.000055	1	3227	1	18162
visitlondon	29447428	3.378181	.000929	.000275	3	3227	5	18162
visitsaudi	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
vitamind	302984766	2.809090	.000309	.000110	1	3227	2	18162
vitt	29447428	1.535537	.000929	.000605	3	3227	11	18162
volodymyrzelensky	1308267623327518725	1.250505	.000619	.000495	2	3227	9	18162
volt	45379403	5.618181	.000309	.000055	1	3227	1	18162
volunteering	29447428	2.809090	.000309	.000110	1	3227	2	18162
vote	302984766	.625168	.000929	.001486	3	3227	27	18162
vote1labor	2886667320	.803896	.000619	.000770	2	3227	14	18162
votebluein22	940778288871542786	.802597	.000309	.000385	1	3227	7	18162
votebluewomen	302984766	5.618181	.000309	.000055	1	3227	1	18162
votedementia	302984766	5.618181	.000309	.000055	1	3227	1	18162
voteforbeto	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
votefordout	302984766	1.876177	.002788	.001486	9	3227	27	18162
votefordout2022	302984766	1.575735	.004338	.002753	14	3227	50	18162
votelnplast	2886667320	2.809090	.000309	.000110	1	3227	2	18162
voteolp	302984766	5.618181	.000309	.000055	1	3227	1	18162
votersrights	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
votestrategically	302984766	5.618181	.000309	.000055	1	3227	1	18162
votethemallout	302984766	.937878	.000619	.000660	2	3227	12	18162
votethemallout2022	302984766	1.061686	.003098	.002918	10	3227	53	18162
votethemout	2886667320	.432167	.000309	.000715	1	3227	13	18162
voting	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
votingrights	1308267623327518725	.175468	.000309	.001761	1	3227	32	18162
votingrightsforthepeople	940778288871542786	.510743	.000309	.000605	1	3227	11	18162
votingrightsmatter	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
vppence	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
vrrrrrre	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
vrz	578601744	5.618181	.000309	.000055	1	3227	1	18162
vuhub	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
wagner	1229752606714728454	1.872727	.000309	.000165	1	3227	3	18162
wagonwednesday	614600545	5.618181	.000309	.000055	1	3227	1	18162
wakeup	1387010761994682371	1.872727	.000309	.000165	1	3227	3	18162
wakeupnow	1387010761994682371	4.222727	.000929	.000220	3	3227	4	18162
wales	29447428	.401816	.000929	.002312	3	3227	42	18162
waleswomen	29447428	5.618181	.000309	.000055	1	3227	1	18162
wallstreet	45379403	5.618181	.000309	.000055	1	3227	1	18162
waltercronkite	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
walvfra	29447428	3.751515	.000619	.000165	2	3227	3	18162
war	45379403	1.235489	.005577	.004514	18	3227	82	18162
warcoffee	29447428	3.751515	.000619	.000165	2	3227	3	18162
warcrime	578601744	.802597	.000309	.000385	1	3227	7	18162
warcrimes	578601744	.432762	.001239	.002863	4	3227	52	18162
warcriminal	45379403	3.751515	.000619	.000165	2	3227	3	18162
warhammer40k	45379403	5.618181	.000309	.000055	1	3227	1	18162
warinukraine	45379403	.200519	.000309	.001541	1	3227	28	18162
warmongering	45379403	5.618181	.000309	.000055	1	3227	1	18162
warmongerjoe	45379403	5.618181	.000309	.000055	1	3227	1	18162
warnerbrosindia	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
warning	1387010761994682371	1.607792	.000619	.000385	2	3227	7	18162
waroflies	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
waronwomen	1921951394	.802597	.000309	.000385	1	3227	7	18162
washington	45379403	.936363	.000309	.000330	1	3227	6	18162
washingtondc	45379403	1.404545	.000309	.000220	1	3227	4	18162
washyourhandsafterwards	29447428	5.618181	.000309	.000055	1	3227	1	18162
wastewater	302984766	3.751515	.000619	.000165	2	3227	3	18162
watch	804582780298412032	1.404545	.000309	.000220	1	3227	4	18162
watchwithus	1471037967926018051	2.809090	.000309	.000110	1	3227	2	18162
water	1308267623327518725	.936363	.000309	.000330	1	3227	6	18162
wato	29447428	.936363	.000309	.000330	1	3227	6	18162
wave6	302984766	5.618181	.000309	.000055	1	3227	1	18162
wc2	578601744	5.618181	.000309	.000055	1	3227	1	18162
weaponsnotwords	2886667320	5.618181	.000309	.000055	1	3227	1	18162
wearamask	302984766	.153401	.000929	.006056	3	3227	110	18162
wearetexans	614600545	5.618181	.000309	.000055	1	3227	1	18162
weather	29447428	4.533804	.008986	.001982	29	3227	36	18162
weatheralert	29447428	1.406818	.000619	.000440	2	3227	8	18162
weatheraware	29447428	.802597	.000309	.000385	1	3227	7	18162
weatherreport	29447428	1.501818	.001239	.000825	4	3227	15	18162
weatherupdate	29447428	5.618181	.000309	.000055	1	3227	1	18162
webapp	118166719	5.618181	.000309	.000055	1	3227	1	18162
wedeservebetter	45379403	.865734	.000619	.000715	2	3227	13	18162
wednesdaymotivation	614600545	3.751515	.000619	.000165	2	3227	3	18162
wednesdaythoughts	614600545	2.809090	.000309	.000110	1	3227	2	18162
weekend	29447428	2.809090	.000309	.000110	1	3227	2	18162
weekendread	86010091	5.618181	.000309	.000055	1	3227	1	18162
weekendupdate	1921951394	5.618181	.000309	.000055	1	3227	1	18162
weingarten	45379403	5.618181	.000309	.000055	1	3227	1	18162
welbeckprimary	45379403	5.618181	.000309	.000055	1	3227	1	18162
welcometoarabia	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
welfare	45379403	5.618181	.000309	.000055	1	3227	1	18162
wellington	45379403	3.751515	.000619	.000165	2	3227	3	18162
welshprrrrrrion	29447428	5.618181	.000309	.000055	1	3227	1	18162
weready	614600545	5.618181	.000309	.000055	1	3227	1	18162
weremember	1308267623327518725	2.251167	.008676	.003854	28	3227	70	18162
werrams	302984766	5.618181	.000309	.000055	1	3227	1	18162
westandwithukraine	940778288871542786	.224563	.000309	.001376	1	3227	25	18162
westbengal	45379403	5.618181	.000309	.000055	1	3227	1	18162
westbromwich	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
western	45379403	1.872727	.000309	.000165	1	3227	3	18162
westernaustralia	29447428	5.627272	.000619	.000110	2	3227	2	18162
westminster	45379403	2.809090	.000309	.000110	1	3227	2	18162
wewantvotingrights	1921951394	.992521	.000929	.000936	3	3227	17	18162
wewillsee	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
what	614600545	5.618181	.000309	.000055	1	3227	1	18162
whataweasel	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
whatisawoman	804582780298412032	1.872727	.000309	.000165	1	3227	3	18162
whatisnewyork	614600545	5.618181	.000309	.000055	1	3227	1	18162
whatshappeninginmyanmar	578601744	.432167	.000309	.000715	1	3227	13	18162
whcd	614600545	5.618181	.000309	.000055	1	3227	1	18162
wheat	578601744	.936363	.000309	.000330	1	3227	6	18162
wheelie	1471037967926018051	5.627272	.000619	.000110	2	3227	2	18162
whenimgone	29447428	5.618181	.000309	.000055	1	3227	1	18162
whereisdougford	302984766	2.809090	.000309	.000110	1	3227	2	18162
whitechapel	29447428	5.618181	.000309	.000055	1	3227	1	18162
whitehelmets	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
whitesupremist	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
whitneyhouston	29447428	5.618181	.000309	.000055	1	3227	1	18162
whm	29447428	1.406818	.000619	.000440	2	3227	8	18162
whoareyou	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
whodey	614600545	1.872727	.000309	.000165	1	3227	3	18162
whoisoz	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
whoopigoldberg	45379403	2.809090	.000309	.000110	1	3227	2	18162
wildlifephotography	29447428	.624242	.000309	.000495	1	3227	9	18162
williamhusel	614600545	5.627272	.000619	.000110	2	3227	2	18162
willowdale	302984766	5.618181	.000309	.000055	1	3227	1	18162
willsmith	614600545	2.144463	.002479	.001156	8	3227	21	18162
wimbledon	45379403	5.618181	.000309	.000055	1	3227	1	18162
windofchange	578601744	3.004848	.002479	.000825	8	3227	15	18162
winds	29447428	2.809090	.000309	.000110	1	3227	2	18162
windsor	302984766	5.618181	.000309	.000055	1	3227	1	18162
windstorm	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
winningtime	1921951394	5.618181	.000309	.000055	1	3227	1	18162
winterolympics	614600545	.401298	.000309	.000770	1	3227	14	18162
wintheads	29447428	5.618181	.000309	.000055	1	3227	1	18162
wirral	45379403	5.618181	.000309	.000055	1	3227	1	18162
wlhistory	45379403	5.618181	.000309	.000055	1	3227	1	18162
wmbee	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
wmd	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
wmdsiniraq	45379403	5.618181	.000309	.000055	1	3227	1	18162
womeninmedicine	578601744	1.872727	.000309	.000165	1	3227	3	18162
womeninstem	1308267623327518725	.936363	.000309	.000330	1	3227	6	18162
womensart	578601744	.255161	.000309	.001211	1	3227	22	18162
womenshistorymonth	29447428	.351504	.000619	.001761	2	3227	32	18162
